Preprocessor,Boosters,Precision,Recall,F1,G-mean,MMCC,Kappa,Weighted Accuracy,PR Score,Balanced Accuracy
standard,LogitBoost,0.9696864291525576,0.9666199813258637,0.9661374002139899,0.968146514338593,0.9589620645259322,0.9576947737165349,0.9666199813258637,0.9696864291525576,0.9584986772486772
standard,MEBoost,0.8374606286959229,0.6843837535014007,0.5843123400721258,0.6010138192087536,0.6483877057758448,0.5784187819216239,0.6843837535014007,0.8374606286959229,0.6413690476190476
standard,AdaBoost,0.9809273374592001,0.9805088702147526,0.9801313739469136,0.9807180274397775,0.9757870900138498,0.9754703650858202,0.9805088702147526,0.9809273374592001,0.9777777777777777
standard,RUSBoost,0.7964817269363605,0.7208216619981326,0.7116902017286252,0.7566564178961998,0.672357006085976,0.646662509131788,0.7208216619981326,0.7964817269363605,0.625550667126754
standard,GradientBoostingClassifier,0.9553436745068398,0.9497899159663866,0.9482718454156981,0.9525557483758442,0.9386465350361757,0.9363911910160132,0.9497899159663866,0.9553436745068398,0.9430555555555555
minmax,LogitBoost,0.9696864291525576,0.9666199813258637,0.9661374002139899,0.968146514338593,0.9589620645259322,0.9576947737165349,0.9666199813258637,0.9696864291525576,0.9584986772486772
minmax,MEBoost,0.8386187201893023,0.6871848739495799,0.586461407803171,0.6028207301833829,0.651934376790466,0.5826701203726041,0.6871848739495799,0.8386187201893023,0.6506283068783069
minmax,AdaBoost,0.9809273374592001,0.9805088702147526,0.9801313739469136,0.9807180274397775,0.9757870900138498,0.9754703650858202,0.9805088702147526,0.9809273374592001,0.9777777777777777
minmax,RUSBoost,0.7964817269363605,0.7208216619981326,0.7116902017286252,0.7566564178961998,0.672357006085976,0.646662509131788,0.7208216619981326,0.7964817269363605,0.625550667126754
minmax,GradientBoostingClassifier,0.9553436745068398,0.9497899159663866,0.9482718454156981,0.9525557483758442,0.9386465350361757,0.9363911910160132,0.9497899159663866,0.9553436745068398,0.9430555555555555
robust,LogitBoost,0.9696864291525576,0.9666199813258637,0.9661374002139899,0.968146514338593,0.9589620645259322,0.9576947737165349,0.9666199813258637,0.9696864291525576,0.9584986772486772
robust,MEBoost,0.8386187201893023,0.6871848739495799,0.586461407803171,0.6028207301833829,0.651934376790466,0.5826701203726041,0.6871848739495799,0.8386187201893023,0.6506283068783069
robust,AdaBoost,0.9809273374592001,0.9805088702147526,0.9801313739469136,0.9807180274397775,0.9757870900138498,0.9754703650858202,0.9805088702147526,0.9809273374592001,0.9777777777777777
robust,RUSBoost,0.799720689813569,0.7236227824463118,0.7143043094967821,0.7596626226484563,0.6765829061383187,0.6503715690103437,0.7236227824463118,0.799720689813569,0.6283284449045318
robust,GradientBoostingClassifier,0.9553436745068398,0.9497899159663866,0.9482718454156981,0.9525557483758442,0.9386465350361757,0.9363911910160132,0.9497899159663866,0.9553436745068398,0.9430555555555555
normalizer,LogitBoost,0.9719924317244629,0.9666433239962652,0.9660442588093008,0.9692955944114646,0.9595455808229826,0.957578548273296,0.9666433239962652,0.9719924317244629,0.9629629629629631
normalizer,MEBoost,0.8437530518519522,0.6927404295051355,0.5919998540239567,0.608208830805313,0.660179602209952,0.5900784152670466,0.6927404295051355,0.8437530518519522,0.6608796296296297
normalizer,AdaBoost,0.9732209570894862,0.9721988795518207,0.971541145622028,0.972709186092699,0.9655350804320775,0.964814902807911,0.9721988795518207,0.9732209570894862,0.9649801587301586
normalizer,RUSBoost,0.7954216594775656,0.6816760037348274,0.6434134523484926,0.6882233457225132,0.6371544884782747,0.5943803367903834,0.6816760037348274,0.7954216594775656,0.55012077294686
normalizer,GradientBoostingClassifier,0.9519248710880364,0.9470121381886086,0.9454624900201359,0.9494604376772249,0.9350005087754137,0.9328364690620669,0.9470121381886086,0.9519248710880364,0.9351190476190476
power,LogitBoost,0.964564542341153,0.9610177404295052,0.9606278624730846,0.9627842986751829,0.9519717409698636,0.9506454329140012,0.9610177404295052,0.964564542341153,0.9529431216931217
power,MEBoost,0.8386187201893023,0.6871848739495799,0.586461407803171,0.6028207301833829,0.651934376790466,0.5826701203726041,0.6871848739495799,0.8386187201893023,0.6506283068783069
power,AdaBoost,0.9809273374592001,0.9805088702147526,0.9801313739469136,0.9807180274397775,0.9757870900138498,0.9754703650858202,0.9805088702147526,0.9809273374592001,0.9777777777777777
power,RUSBoost,0.7964817269363605,0.7208216619981326,0.7116902017286252,0.7566564178961998,0.672357006085976,0.646662509131788,0.7208216619981326,0.7964817269363605,0.625550667126754
power,GradientBoostingClassifier,0.9553436745068398,0.9497899159663866,0.9482718454156981,0.9525557483758442,0.9386465350361757,0.9363911910160132,0.9497899159663866,0.9553436745068398,0.9430555555555555
quantile,LogitBoost,0.9696864291525576,0.9666199813258637,0.9661374002139899,0.968146514338593,0.9589620645259322,0.9576947737165349,0.9666199813258637,0.9696864291525576,0.9584986772486772
quantile,MEBoost,0.8386187201893023,0.6871848739495799,0.586461407803171,0.6028207301833829,0.651934376790466,0.5826701203726041,0.6871848739495799,0.8386187201893023,0.6506283068783069
quantile,AdaBoost,0.9809273374592001,0.9805088702147526,0.9801313739469136,0.9807180274397775,0.9757870900138498,0.9754703650858202,0.9805088702147526,0.9809273374592001,0.9777777777777777
quantile,RUSBoost,0.7964817269363605,0.7208216619981326,0.7116902017286252,0.7566564178961998,0.672357006085976,0.646662509131788,0.7208216619981326,0.7964817269363605,0.625550667126754
quantile,GradientBoostingClassifier,0.9553436745068398,0.9497899159663866,0.9482718454156981,0.9525557483758442,0.9386465350361757,0.9363911910160132,0.9497899159663866,0.9553436745068398,0.9430555555555555
