Preprocessor,Boosters,Precision,Recall,F1,G-mean,MMCC,Kappa,Weighted Accuracy,PR Score,Balanced Accuracy
standard,LogitBoost,0.837128782732151,0.7575639019300991,0.7437767822658136,0.7825511515863107,0.6957794892949104,0.6654817880752731,0.7575639019300991,0.837128782732151,0.7409249969032579
standard,MEBoost,0.7863229234671336,0.5003260302556077,0.38666694832657034,0.5051818104400517,0.413842475523007,0.29362781515151476,0.5003260302556077,0.7863229234671336,0.4336253561253562
standard,AdaBoost,0.7992079710626371,0.7572378716744913,0.7427911884049476,0.7640866050895762,0.6779999894984993,0.662525162973303,0.7572378716744913,0.7992079710626371,0.7361928651059086
standard,RUSBoost,0.644651943533468,0.5092592592592593,0.4458578747712674,0.489254322991075,0.35031040600772007,0.31472120966003053,0.5092592592592593,0.644651943533468,0.3742217886783104
standard,GradientBoostingClassifier,0.7965752278643515,0.7526082420448618,0.7252828173293503,0.7461597423833864,0.6707685664493681,0.652805692717315,0.7526082420448618,0.7965752278643515,0.6831596060943887
minmax,LogitBoost,0.7784891624377094,0.6778169014084506,0.6514729726189316,0.6976283799059587,0.5896023929959779,0.5528722083515014,0.6778169014084506,0.7784891624377094,0.6480466782278377
minmax,MEBoost,0.779674794950915,0.5001956181533647,0.40111830525452846,0.5489382304862936,0.4036374961598059,0.283604684440959,0.5001956181533647,0.779674794950915,0.35714387464387465
minmax,AdaBoost,0.7109076748676039,0.6445618153364632,0.6122037788501569,0.6482579164158812,0.5385019406909456,0.515535669783587,0.6445618153364632,0.7109076748676039,0.658239192369627
minmax,RUSBoost,0.5545172155776961,0.4153625456442358,0.3190661474153113,0.3878444331287509,0.212878337256757,0.1769652397288531,0.4153625456442358,0.5545172155776961,0.2687027746810356
minmax,GradientBoostingClassifier,0.7349237275427208,0.6634063641105895,0.6255474524930175,0.6588919995828586,0.5590960447262626,0.5220913750311098,0.6634063641105895,0.7349237275427208,0.5585776662950576
robust,LogitBoost,0.8171750927080385,0.7247000521648408,0.7039185985832147,0.7491141876856435,0.6505132325689726,0.6177386143184681,0.7247000521648408,0.8171750927080385,0.6600826830174658
robust,MEBoost,0.792651289872731,0.4955007824726134,0.39761393139319834,0.5542999724671719,0.4020673978863256,0.2768135007162717,0.4955007824726134,0.792651289872731,0.3501210826210826
robust,AdaBoost,0.8294496580357471,0.7947965571205007,0.7774202343666167,0.7981116799808806,0.7261494673922896,0.7140431300681462,0.7947965571205007,0.8294496580357471,0.7462436516784342
robust,RUSBoost,0.5999112773139285,0.5045644235785081,0.44070596835708015,0.4883573965914681,0.3455620381041196,0.3082371552927035,0.5045644235785081,0.5999112773139285,0.3720850365415583
robust,GradientBoostingClassifier,0.7929228247349394,0.7432185706833594,0.7104771792706294,0.7328074036857309,0.659811272740125,0.6390979846807329,0.7432185706833594,0.7929228247349394,0.6389083983649201
normalizer,LogitBoost,0.8906713804303449,0.8422013562858633,0.8334986565064401,0.8640770047217097,0.7997682851985264,0.7816256943473275,0.8422013562858633,0.8906713804303449,0.8265294809860028
normalizer,MEBoost,0.7802891752598092,0.5002608242044863,0.4022874379075656,0.5639503307063976,0.4070661030081308,0.2861947779594764,0.5002608242044863,0.7802891752598092,0.36603276353276354
normalizer,AdaBoost,0.8255544487931522,0.7952529994783516,0.7877502983080161,0.8098185265121652,0.7235100108818777,0.7138728452617915,0.7952529994783516,0.8255544487931522,0.7465223584788804
normalizer,RUSBoost,0.6174766460733192,0.4952399582681273,0.439744592913607,0.48091602702140873,0.3269969125758138,0.29622837106966204,0.4952399582681273,0.6174766460733192,0.3381106775671993
normalizer,GradientBoostingClassifier,0.8119378348535555,0.7576291079812206,0.7342736581757526,0.7633699969959755,0.6767089724193075,0.6574263012695635,0.7576291079812206,0.8119378348535555,0.6687232131797348
power,LogitBoost,0.8289177808341086,0.7433489827856025,0.7158857448111146,0.750499179772059,0.6735784979196845,0.6427507238103012,0.7433489827856025,0.8289177808341086,0.6552768487551096
power,MEBoost,0.7730270511960652,0.49556598852373496,0.3945415290681502,0.5554583106402028,0.40802394437943573,0.2797529917617875,0.49556598852373496,0.7730270511960652,0.3877982162764772
power,AdaBoost,0.7742662490703308,0.7480438184663537,0.7328339956633204,0.746935451248136,0.6588339210840252,0.6490948298754308,0.7480438184663537,0.7742662490703308,0.7050808249721294
power,RUSBoost,0.642435334184704,0.5092592592592592,0.4426832715966642,0.48799634007943027,0.35220285004240015,0.31511739000805433,0.5092592592592592,0.642435334184704,0.3859739254304471
power,GradientBoostingClassifier,0.7439334284795943,0.6872717788210746,0.6536600063591792,0.6731352840071892,0.5750061948678735,0.5572346894278227,0.6872717788210746,0.7439334284795943,0.5700737024650069
quantile,LogitBoost,0.8419114896689589,0.7716484089723527,0.7570826121928643,0.7921590742956085,0.7084388677080277,0.6845920293883605,0.7716484089723527,0.8419114896689589,0.7392944588959082
quantile,MEBoost,0.7695540558604677,0.5423187271778821,0.4744202732593541,0.6069871687407875,0.4571246675923078,0.3511438021179079,0.5423187271778821,0.7695540558604677,0.4496415004748338
quantile,AdaBoost,0.8188316481299003,0.7854068857589983,0.774702696805947,0.7881080980913259,0.7123089982305048,0.701447891762044,0.7854068857589983,0.8188316481299003,0.764166356992444
quantile,RUSBoost,0.5961270278053329,0.4998695878977569,0.4347411242178971,0.4841467536156952,0.33954067173039126,0.30181935167531476,0.4998695878977569,0.5961270278053329,0.36994828440480615
