Preprocessor,Boosters,Precision,Recall,F1,G-mean,MMCC,Kappa,Weighted Accuracy,PR Score,Balanced Accuracy
robust,LogitBoost,0.9701493439411141,0.967527386541471,0.9664425126557817,0.968834663397701,0.930579549584952,0.9265041419782234,0.967527386541471,0.9701493439411141,0.9366666666666666
robust,MEBoost,0.9158660483461945,0.9117110067814292,0.9055453318987913,0.9137735909634559,0.8057251220669785,0.7965340368639046,0.9117110067814292,0.9158660483461945,0.831851851851852
robust,AdaBoost,0.9744173763781606,0.9722222222222223,0.9710492778259273,0.9733162359391577,0.9404265355589266,0.9365323905657941,0.9722222222222223,0.9744173763781606,0.9388888888888888
robust,RUSBoost,0.8464516925493958,0.8185967657798644,0.7570126143004713,0.7586631560578981,0.5832604170993809,0.5312587701561668,0.8185967657798644,0.8464516925493958,0.6106397306397306
robust,GradientBoostingClassifier,0.973391360650822,0.9721570161711007,0.9713861688478125,0.9727736010832283,0.9405807955517486,0.9383342473873716,0.9721570161711007,0.973391360650822,0.9407407407407408
normalizer,LogitBoost,0.9828532235939643,0.9814814814814815,0.9805114725191452,0.9821658615136877,0.960435855559122,0.9579316389132341,0.9814814814814815,0.9828532235939643,0.9574074074074074
normalizer,MEBoost,0.9445595890030037,0.9396844027125718,0.9339289910238454,0.9421085965181052,0.8701805257788701,0.8604852535802574,0.9396844027125718,0.9445595890030037,0.868148148148148
normalizer,AdaBoost,0.9789562289562289,0.9768518518518517,0.9749875392991334,0.9779004833095435,0.9505052395956614,0.9464763603925066,0.9768518518518517,0.9789562289562289,0.9462962962962963
normalizer,RUSBoost,0.9320922638502408,0.9255998956703183,0.9218187471155787,0.9288341212907231,0.841673234650404,0.8364981195732945,0.9255998956703183,0.9320922638502408,0.8755555555555556
normalizer,GradientBoostingClassifier,0.9910968660968661,0.9907407407407408,0.9906090413112444,0.990918705635894,0.9802612221791708,0.9796782387806943,0.9907407407407408,0.9910968660968661,0.9796296296296295
power,LogitBoost,0.9744173763781606,0.9722222222222223,0.9710492778259273,0.9733162359391577,0.9404265355589266,0.9365323905657941,0.9722222222222223,0.9744173763781606,0.9388888888888888
power,MEBoost,0.9572066724710254,0.9536384976525821,0.9518638185165843,0.9554175304977037,0.9003656638161832,0.8941124235693266,0.9536384976525821,0.9572066724710254,0.8962962962962964
power,AdaBoost,0.9744173763781606,0.9722222222222223,0.9710492778259273,0.9733162359391577,0.9404265355589266,0.9365323905657941,0.9722222222222223,0.9744173763781606,0.9388888888888888
power,RUSBoost,0.8464516925493958,0.8185967657798644,0.7570126143004713,0.7586631560578981,0.5832604170993809,0.5312587701561668,0.8185967657798644,0.8464516925493958,0.6106397306397306
