Dataset: Yeast;;;;;;;;;;
Preprocessor;Boosters;Precision;Recall;F1;G-mean;MMCC;Kappa;Weighted Accuracy;PR Score;Balanced Accuracy
kbins;AdaBoost;0,610;0,542;0,511;0,535;0,385;0,369;0,542;0,610;0,454
kbins;RUSBoost;0,449;0,411;0,333;0,356;0,186;0,171;0,411;0,449;0,238
kbins;GradientBoostingClassifier;0,666;0,579;0,530;0,575;0,447;0,405;0,579;0,666;0,467
Dataset: Differentiated_Thyroid_Cancer_Recurrence;;;;;;;;;;
Preprocessor;Boosters;Precision;Recall;F1;G-mean;MMCC;Kappa;Weighted Accuracy;PR Score;Balanced Accuracy
standard;LogitBoost;0,980;0,979;0,979;0,979;0,948;0,947;0,979;0,980;0,966
standard;MEBoost;0,941;0,937;0,935;0,939;0,845;0,836;0,937;0,941;0,895
standard;AdaBoost;0,970;0,969;0,969;0,969;0,924;0,924;0,969;0,970;0,967
standard;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
standard;GradientBoostingClassifier;0,962;0,961;0,960;0,961;0,904;0,902;0,961;0,962;0,942
minmax;LogitBoost;0,980;0,979;0,979;0,980;0,949;0,947;0,979;0,980;0,966
minmax;MEBoost;0,943;0,940;0,938;0,941;0,851;0,843;0,940;0,943;0,899
minmax;AdaBoost;0,967;0,966;0,966;0,967;0,918;0,917;0,966;0,967;0,962
minmax;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
minmax;GradientBoostingClassifier;0,962;0,961;0,960;0,961;0,904;0,902;0,961;0,962;0,942
robust;LogitBoost;0,977;0,977;0,976;0,977;0,942;0,940;0,977;0,977;0,958
robust;MEBoost;0,943;0,940;0,938;0,941;0,851;0,843;0,940;0,943;0,899
robust;AdaBoost;0,970;0,969;0,969;0,969;0,924;0,924;0,969;0,970;0,964
robust;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
robust;GradientBoostingClassifier;0,967;0,966;0,966;0,966;0,916;0,914;0,966;0,967;0,945
normalizer;LogitBoost;0,990;0,990;0,989;0,990;0,974;0,974;0,990;0,990;0,984
normalizer;MEBoost;0,886;0,864;0,848;0,875;0,660;0,606;0,864;0,886;0,759
normalizer;AdaBoost;0,995;0,995;0,995;0,995;0,987;0,987;0,995;0,995;0,991
normalizer;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
normalizer;GradientBoostingClassifier;0,982;0,982;0,982;0,982;0,955;0,954;0,982;0,982;0,973
power;LogitBoost;0,980;0,979;0,979;0,979;0,948;0,947;0,979;0,980;0,966
power;MEBoost;0,943;0,940;0,938;0,941;0,851;0,843;0,940;0,943;0,899
power;AdaBoost;0,970;0,969;0,969;0,969;0,924;0,924;0,969;0,970;0,967
power;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
power;GradientBoostingClassifier;0,962;0,961;0,960;0,961;0,904;0,902;0,961;0,962;0,942
quantile;LogitBoost;0,980;0,979;0,979;0,979;0,948;0,947;0,979;0,980;0,966
quantile;MEBoost;0,944;0,943;0,941;0,943;0,857;0,852;0,943;0,944;0,907
quantile;AdaBoost;0,972;0,971;0,972;0,972;0,931;0,930;0,971;0,972;0,969
quantile;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
quantile;GradientBoostingClassifier;0,967;0,966;0,966;0,966;0,916;0,914;0,966;0,967;0,945
polynomial;LogitBoost;0,983;0,982;0,981;0,982;0,955;0,953;0,982;0,983;0,968
polynomial;MEBoost;0,949;0,945;0,943;0,947;0,865;0,856;0,945;0,949;0,903
polynomial;AdaBoost;0,982;0,982;0,982;0,982;0,955;0,955;0,982;0,982;0,976
polynomial;RUSBoost;0,948;0,945;0,943;0,946;0,864;0,857;0,945;0,948;0,908
polynomial;GradientBoostingClassifier;0,982;0,982;0,982;0,982;0,955;0,954;0,982;0,982;0,970
Dataset: Dermatology;;;;;;;;;;
Preprocessor;Boosters;Precision;Recall;F1;G-mean;MMCC;Kappa;Weighted Accuracy;PR Score;Balanced Accuracy
standard;LogitBoost;0,970;0,967;0,966;0,968;0,959;0,958;0,967;0,970;0,958
standard;MEBoost;0,837;0,684;0,584;0,601;0,648;0,578;0,684;0,837;0,641
standard;AdaBoost;0,981;0,981;0,980;0,981;0,976;0,975;0,981;0,981;0,978
standard;RUSBoost;0,796;0,721;0,712;0,757;0,672;0,647;0,721;0,796;0,626
standard;GradientBoostingClassifier;0,955;0,950;0,948;0,953;0,939;0,936;0,950;0,955;0,943
minmax;LogitBoost;0,970;0,967;0,966;0,968;0,959;0,958;0,967;0,970;0,958
minmax;MEBoost;0,839;0,687;0,586;0,603;0,652;0,583;0,687;0,839;0,651
minmax;AdaBoost;0,981;0,981;0,980;0,981;0,976;0,975;0,981;0,981;0,978
minmax;RUSBoost;0,796;0,721;0,712;0,757;0,672;0,647;0,721;0,796;0,626
minmax;GradientBoostingClassifier;0,955;0,950;0,948;0,953;0,939;0,936;0,950;0,955;0,943
robust;LogitBoost;0,970;0,967;0,966;0,968;0,959;0,958;0,967;0,970;0,958
robust;MEBoost;0,839;0,687;0,586;0,603;0,652;0,583;0,687;0,839;0,651
robust;AdaBoost;0,981;0,981;0,980;0,981;0,976;0,975;0,981;0,981;0,978
robust;RUSBoost;0,800;0,724;0,714;0,760;0,677;0,650;0,724;0,800;0,628
robust;GradientBoostingClassifier;0,955;0,950;0,948;0,953;0,939;0,936;0,950;0,955;0,943
normalizer;LogitBoost;0,972;0,967;0,966;0,969;0,960;0,958;0,967;0,972;0,963
normalizer;MEBoost;0,844;0,693;0,592;0,608;0,660;0,590;0,693;0,844;0,661
normalizer;AdaBoost;0,973;0,972;0,972;0,973;0,966;0,965;0,972;0,973;0,965
normalizer;RUSBoost;0,795;0,682;0,643;0,688;0,637;0,594;0,682;0,795;0,550
normalizer;GradientBoostingClassifier;0,952;0,947;0,945;0,949;0,935;0,933;0,947;0,952;0,935
power;LogitBoost;0,965;0,961;0,961;0,963;0,952;0,951;0,961;0,965;0,953
power;MEBoost;0,839;0,687;0,586;0,603;0,652;0,583;0,687;0,839;0,651
power;AdaBoost;0,981;0,981;0,980;0,981;0,976;0,975;0,981;0,981;0,978
power;RUSBoost;0,796;0,721;0,712;0,757;0,672;0,647;0,721;0,796;0,626
power;GradientBoostingClassifier;0,955;0,950;0,948;0,953;0,939;0,936;0,950;0,955;0,943
quantile;LogitBoost;0,970;0,967;0,966;0,968;0,959;0,958;0,967;0,970;0,958
quantile;MEBoost;0,839;0,687;0,586;0,603;0,652;0,583;0,687;0,839;0,651
quantile;AdaBoost;0,981;0,981;0,980;0,981;0,976;0,975;0,981;0,981;0,978
quantile;RUSBoost;0,796;0,721;0,712;0,757;0,672;0,647;0,721;0,796;0,626
quantile;GradientBoostingClassifier;0,955;0,950;0,948;0,953;0,939;0,936;0,950;0,955;0,943
polynomial;LogitBoost;0,975;0,969;0,969;0,972;0,963;0,961;0,969;0,975;0,963
polynomial;MEBoost;0,845;0,721;0,660;0,778;0,687;0,630;0,721;0,845;0,692
polynomial;AdaBoost;0,975;0,972;0,972;0,974;0,966;0,965;0,972;0,975;0,966
polynomial;RUSBoost;0,780;0,612;0,515;0,538;0,545;0,483;0,612;0,780;0,514
polynomial;GradientBoostingClassifier;0,961;0,958;0,958;0,960;0,948;0,947;0,958;0,961;0,951
kbins;LogitBoost;0,972;0,969;0,969;0,971;0,962;0,961;0,969;0,972;0,963
kbins;MEBoost;0,853;0,760;0,710;0,783;0,727;0,684;0,760;0,853;0,734
kbins;AdaBoost;0,986;0,986;0,986;0,986;0,983;0,983;0,986;0,986;0,985
kbins;RUSBoost;0,875;0,690;0,660;0,714;0,656;0,607;0,690;0,875;0,593
kbins;GradientBoostingClassifier;0,958;0,955;0,954;0,957;0,945;0,944;0,955;0,958;0,951
Dataset: Contraceptive_Method_Choice;;;;;;;;;;
Preprocessor;Boosters;Precision;Recall;F1;G-mean;MMCC;Kappa;Weighted Accuracy;PR Score;Balanced Accuracy
standard;LogitBoost;0,463;0,428;0,264;0,349;0,014;0,003;0,428;0,463;0,335
standard;MEBoost;0,528;0,427;0,294;0,353;0,020;0,010;0,427;0,528;0,338
standard;AdaBoost;0,594;0,462;0,359;0,416;0,102;0,080;0,462;0,594;0,379
standard;RUSBoost;0,631;0,481;0,419;0,429;0,237;0,211;0,481;0,631;0,484
standard;GradientBoostingClassifier;0,550;0,498;0,432;0,522;0,201;0,154;0,498;0,550;0,422
minmax;LogitBoost;0,463;0,428;0,264;0,349;0,014;0,003;0,428;0,463;0,335
minmax;MEBoost;0,525;0,426;0,294;0,351;0,017;0,009;0,426;0,525;0,337
minmax;AdaBoost;0,594;0,462;0,359;0,416;0,102;0,080;0,462;0,594;0,379
minmax;RUSBoost;0,631;0,481;0,419;0,429;0,237;0,211;0,481;0,631;0,484
minmax;GradientBoostingClassifier;0,549;0,496;0,427;0,521;0,199;0,150;0,496;0,549;0,419
robust;LogitBoost;0,444;0,427;0,263;0,339;0,008;0,002;0,427;0,444;0,334
robust;MEBoost;0,522;0,426;0,292;0,349;0,015;0,008;0,426;0,522;0,336
robust;AdaBoost;0,594;0,462;0,359;0,416;0,102;0,080;0,462;0,594;0,379
robust;RUSBoost;0,622;0,481;0,422;0,425;0,231;0,210;0,481;0,622;0,482
robust;GradientBoostingClassifier;0,551;0,498;0,432;0,523;0,203;0,154;0,498;0,551;0,423
normalizer;LogitBoost;0,581;0,443;0,295;0,463;0,085;0,032;0,443;0,581;0,350
normalizer;MEBoost;0,576;0,453;0,395;0,395;0,108;0,100;0,453;0,576;0,386
normalizer;AdaBoost;0,656;0,468;0,358;0,371;0,111;0,093;0,468;0,656;0,381
normalizer;RUSBoost;0,595;0,524;0,490;0,496;0,290;0,274;0,524;0,595;0,522
normalizer;GradientBoostingClassifier;0,566;0,534;0,486;0,549;0,260;0,225;0,534;0,566;0,464
power;LogitBoost;0,463;0,428;0,264;0,349;0,014;0,003;0,428;0,463;0,335
power;MEBoost;0,537;0,418;0,321;0,357;0,007;0,005;0,418;0,537;0,336
power;AdaBoost;0,594;0,462;0,359;0,416;0,102;0,080;0,462;0,594;0,379
power;RUSBoost;0,631;0,481;0,419;0,429;0,237;0,211;0,481;0,631;0,484
power;GradientBoostingClassifier;0,550;0,498;0,432;0,522;0,201;0,154;0,498;0,550;0,422
quantile;LogitBoost;0,463;0,428;0,264;0,349;0,014;0,003;0,428;0,463;0,335
quantile;MEBoost;0,534;0,416;0,328;0,354;0,010;0,007;0,416;0,534;0,337
quantile;AdaBoost;0,594;0,462;0,359;0,416;0,102;0,080;0,462;0,594;0,379
quantile;RUSBoost;0,631;0,481;0,419;0,429;0,237;0,211;0,481;0,631;0,484
quantile;GradientBoostingClassifier;0,546;0,495;0,429;0,519;0,195;0,149;0,495;0,546;0,420
polynomial;LogitBoost;0,546;0,437;0,283;0,482;0,059;0,020;0,437;0,546;0,345
polynomial;MEBoost;0,755;0,427;0,256;0,256;0,000;0,000;0,427;0,755;0,333
polynomial;AdaBoost;0,580;0,519;0,461;0,486;0,251;0,217;0,519;0,580;0,473
polynomial;RUSBoost;0,661;0,487;0,378;0,382;0,225;0,178;0,487;0,661;0,457
polynomial;GradientBoostingClassifier;0,575;0,538;0,489;0,555;0,275;0,233;0,538;0,575;0,472
kbins;LogitBoost;0,429;0,438;0,282;0,407;0,077;0,024;0,438;0,429;0,348
kbins;MEBoost;0,706;0,428;0,265;0,305;0,011;0,004;0,428;0,706;0,335
kbins;AdaBoost;0,555;0,495;0,414;0,523;0,212;0,147;0,495;0,555;0,422
kbins;RUSBoost;0,341;0,447;0,341;0,387;0,115;0,081;0,447;0,341;0,393
kbins;GradientBoostingClassifier;0,552;0,487;0,400;0,518;0,195;0,130;0,487;0,552;0,410
Dataset: Car_Evaluation;;;;;;;;;;
Preprocessor;Boosters;Precision;Recall;F1;G-mean;MMCC;Kappa;Weighted Accuracy;PR Score;Balanced Accuracy
standard;LogitBoost;0,906;0,848;0,836;0,857;0,710;0,686;0,848;0,906;0,531
standard;MEBoost;0,854;0,576;0,583;0,661;0,404;0,304;0,576;0,854;0,376
standard;AdaBoost;0,882;0,876;0,866;0,879;0,737;0,731;0,876;0,882;0,570
standard;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
standard;GradientBoostingClassifier;0,880;0,844;0,818;0,823;0,663;0,654;0,844;0,880;0,448
minmax;LogitBoost;0,906;0,848;0,836;0,857;0,710;0,686;0,848;0,906;0,531
minmax;MEBoost;0,891;0,795;0,782;0,804;0,628;0,592;0,795;0,891;0,453
minmax;AdaBoost;0,882;0,876;0,866;0,879;0,737;0,731;0,876;0,882;0,570
minmax;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
minmax;GradientBoostingClassifier;0,880;0,844;0,818;0,823;0,663;0,654;0,844;0,880;0,448
robust;LogitBoost;0,904;0,847;0,833;0,855;0,705;0,682;0,847;0,904;0,519
robust;MEBoost;0,891;0,795;0,782;0,804;0,628;0,592;0,795;0,891;0,453
robust;AdaBoost;0,880;0,874;0,865;0,877;0,733;0,727;0,874;0,880;0,568
robust;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
robust;GradientBoostingClassifier;0,879;0,844;0,818;0,822;0,661;0,653;0,844;0,879;0,447
normalizer;LogitBoost;0,912;0,855;0,848;0,883;0,725;0,703;0,855;0,912;0,582
normalizer;MEBoost;0,884;0,799;0,784;0,802;0,622;0,592;0,799;0,884;0,449
normalizer;AdaBoost;0,865;0,864;0,848;0,864;0,710;0,702;0,864;0,865;0,519
normalizer;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
normalizer;GradientBoostingClassifier;0,877;0,841;0,816;0,820;0,656;0,647;0,841;0,877;0,445
power;LogitBoost;0,906;0,848;0,836;0,857;0,710;0,686;0,848;0,906;0,531
power;MEBoost;0,883;0,791;0,778;0,798;0,613;0,580;0,791;0,883;0,447
power;AdaBoost;0,882;0,876;0,866;0,879;0,737;0,731;0,876;0,882;0,570
power;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
power;GradientBoostingClassifier;0,880;0,844;0,818;0,823;0,663;0,654;0,844;0,880;0,448
quantile;LogitBoost;0,906;0,848;0,836;0,857;0,710;0,686;0,848;0,906;0,531
quantile;MEBoost;0,891;0,795;0,782;0,804;0,628;0,592;0,795;0,891;0,453
quantile;AdaBoost;0,882;0,876;0,866;0,879;0,737;0,731;0,876;0,882;0,570
quantile;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
quantile;GradientBoostingClassifier;0,880;0,844;0,818;0,823;0,663;0,654;0,844;0,880;0,448
polynomial;LogitBoost;0,913;0,863;0,858;0,887;0,738;0,717;0,863;0,913;0,606
polynomial;MEBoost;0,823;0,550;0,568;0,646;0,373;0,284;0,550;0,823;0,429
polynomial;AdaBoost;0,908;0,901;0,901;0,904;0,789;0,787;0,901;0,908;0,759
polynomial;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
polynomial;GradientBoostingClassifier;0,916;0,888;0,859;0,863;0,760;0,751;0,888;0,916;0,478
kbins;LogitBoost;0,906;0,848;0,836;0,857;0,710;0,686;0,848;0,906;0,531
kbins;MEBoost;0,858;0,606;0,614;0,682;0,431;0,338;0,606;0,858;0,387
kbins;AdaBoost;0,882;0,876;0,866;0,879;0,737;0,731;0,876;0,882;0,570
kbins;RUSBoost;0,812;0,472;0,479;0,587;0,309;0,216;0,472;0,812;0,339
kbins;GradientBoostingClassifier;0,880;0,844;0,818;0,823;0,663;0,654;0,844;0,880;0,448
Dataset: Balance_Scale;;;;;;;;;;
Preprocessor;Boosters;Precision;Recall;F1;G-mean;MMCC;Kappa;Weighted Accuracy;PR Score;Balanced Accuracy
standard;LogitBoost;0,929;0,573;0,662;0,706;0,511;0,418;0,573;0,929;0,685
standard;MEBoost;0,803;0,314;0,353;0,438;0,211;0,137;0,314;0,803;0,429
standard;AdaBoost;0,862;0,856;0,857;0,859;0,749;0,748;0,856;0,862;0,737
standard;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
standard;GradientBoostingClassifier;0,843;0,835;0,837;0,839;0,715;0,713;0,835;0,843;0,743
minmax;LogitBoost;0,929;0,573;0,662;0,706;0,511;0,418;0,573;0,929;0,685
minmax;MEBoost;0,782;0,309;0,375;0,440;0,217;0,140;0,309;0,782;0,431
minmax;AdaBoost;0,862;0,856;0,857;0,859;0,749;0,748;0,856;0,862;0,737
minmax;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
minmax;GradientBoostingClassifier;0,843;0,835;0,837;0,839;0,715;0,713;0,835;0,843;0,743
robust;LogitBoost;0,929;0,573;0,662;0,706;0,511;0,418;0,573;0,929;0,685
robust;MEBoost;0,782;0,309;0,375;0,440;0,217;0,140;0,309;0,782;0,431
robust;AdaBoost;0,862;0,856;0,857;0,859;0,749;0,748;0,856;0,862;0,737
robust;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
robust;GradientBoostingClassifier;0,843;0,835;0,837;0,839;0,715;0,713;0,835;0,843;0,743
normalizer;LogitBoost;0,935;0,611;0,693;0,736;0,548;0,463;0,611;0,935;0,719
normalizer;MEBoost;0,893;0,197;0,217;0,321;0,181;0,078;0,197;0,893;0,396
normalizer;AdaBoost;0,892;0,879;0,878;0,885;0,795;0,790;0,879;0,892;0,742
normalizer;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
normalizer;GradientBoostingClassifier;0,865;0,851;0,854;0,858;0,749;0,745;0,851;0,865;0,715
power;LogitBoost;0,929;0,573;0,662;0,706;0,511;0,418;0,573;0,929;0,685
power;MEBoost;0,772;0,317;0,381;0,446;0,215;0,142;0,317;0,772;0,431
power;AdaBoost;0,862;0,856;0,857;0,859;0,749;0,748;0,856;0,862;0,737
power;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
power;GradientBoostingClassifier;0,843;0,835;0,837;0,839;0,715;0,713;0,835;0,843;0,743
quantile;LogitBoost;0,929;0,573;0,662;0,706;0,511;0,418;0,573;0,929;0,685
quantile;MEBoost;0,782;0,309;0,375;0,440;0,217;0,140;0,309;0,782;0,431
quantile;AdaBoost;0,862;0,856;0,857;0,859;0,749;0,748;0,856;0,862;0,737
quantile;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
quantile;GradientBoostingClassifier;0,843;0,835;0,837;0,839;0,715;0,713;0,835;0,843;0,743
polynomial;LogitBoost;0,919;0,554;0,638;0,684;0,491;0,400;0,554;0,919;0,666
polynomial;MEBoost;0,897;0,094;0,042;0,120;0,054;0,010;0,094;0,897;0,345
polynomial;AdaBoost;0,855;0,838;0,835;0,846;0,721;0,716;0,838;0,855;0,712
polynomial;RUSBoost;0,642;0,587;0,559;0,601;0,284;0,259;0,587;0,642;0,431
polynomial;GradientBoostingClassifier;0,824;0,813;0,815;0,818;0,678;0,675;0,813;0,824;0,693
kbins;LogitBoost;0,929;0,573;0,662;0,706;0,511;0,418;0,573;0,929;0,685
kbins;MEBoost;0,762;0,354;0,426;0,478;0,249;0,175;0,354;0,762;0,458
kbins;AdaBoost;0,862;0,856;0,857;0,859;0,749;0,748;0,856;0,862;0,737
kbins;RUSBoost;0,641;0,586;0,555;0,587;0,280;0,255;0,586;0,641;0,424
kbins;GradientBoostingClassifier;0,843;0,835;0,837;0,839;0,715;0,713;0,835;0,843;0,743
